case,rule,symbol,entry_date,exit_date,return_pct,hold_days,exit_reason,peak_close_pct
full5y,s-cooldown40,SNOW,2023-01-13,2023-02-06,14.444136202171842,15,signal,27.81765911778349
full5y,s-cooldown40,SNOW,2023-09-01,2024-01-05,16.50919972702114,86,signal,27.280194787458868
full5y,s-cooldown40,SNOW,2024-06-28,2024-08-06,-14.331088418973547,26,trail,7.090977914117302
full5y,s-cooldown40,SNOW,2026-01-07,2026-02-04,-27.047831583052417,19,trail,-0.21367521367521292
full5y,s-cooldown40,SNOW,2026-02-26,2026-04-10,-25.89098544678904,30,trail,2.4658113854987285
full5y,s-cooldown40,SNOW,2026-04-14,2026-08-27,140.97731998297908,95,terminal,147.52751087958353
full5y,s-cooldown40,TSLA,2022-02-25,2022-04-27,10.819385050147368,42,trail,41.5481363736643
full5y,s-cooldown40,TSLA,2022-12-05,2022-12-21,-26.593404828411128,12,trail,-3.6898254872679614
full5y,s-cooldown40,TSLA,2023-01-18,2023-02-13,42.08505862732797,18,signal,51.81605962995424
full5y,s-cooldown40,TSLA,2024-04-30,2024-07-12,25.85765548340815,50,signal,40.79581547816411
full5y,s-cooldown40,TSLA,2024-10-28,2024-12-19,67.02840620483397,37,signal,77.7259205005787
full5y,s-cooldown40,TSLA,2025-03-13,2025-04-09,-9.627677945506463,19,trail,16.124615716878353
full5y,s-cooldown40,TSLA,2026-02-12,2026-06-08,-8.078611631424515,79,signal,3.478968544127814
full5y,s-cooldown40,MRNA,2022-01-11,2022-01-20,-22.72557501230831,6,trail,-1.3761064647573318
full5y,s-cooldown40,MRNA,2022-02-16,2022-04-22,-3.1678067374243724,45,trail,26.4869309015193
full5y,s-cooldown40,MRNA,2023-08-18,2023-10-17,-14.825943022421717,41,trail,10.122758325063375
full5y,s-cooldown40,MRNA,2023-11-03,2024-02-12,19.35322949190672,67,trail,57.94227421730067
full5y,s-cooldown40,MRNA,2024-11-19,2025-01-14,-9.80913675287911,36,trail,22.200792440946238
full5y,s-cooldown40,MRNA,2025-02-18,2025-04-01,-13.335461051097441,30,trail,8.804840891339527
full5y,s-cooldown40,MRNA,2025-04-29,2025-08-04,1.7986428200841953,66,signal,26.233380580114552
full5y,s-cooldown40,MRNA,2025-11-13,2026-02-06,57.40207017947048,57,trail,98.65950869154867
full5y,s-cooldown40,NVDA,2025-01-07,2025-02-04,-23.72333142580999,18,trail,-3.796640270125806
full5y,s-cooldown40,NVDA,2025-04-08,2026-03-31,60.55824726413286,245,trail,99.466402539966
full5y,s-cooldown40,NVDA,2026-04-08,2026-06-09,14.06175833620351,43,signal,27.772358681080988
full5y,s-cooldown40,GOOGL,2022-02-02,2022-04-28,-23.185264576067965,59,trail,-2.148760330578514
full5y,s-cooldown40,GOOGL,2024-03-15,2024-09-09,6.810615458117031,121,trail,34.1613983689693
full5y,s-cooldown40,GOOGL,2024-09-18,2025-03-12,3.995375811745916,119,trail,29.100465466561865
full5y,s-cooldown40,GOOGL,2026-03-12,2026-06-02,19.241631641253253,56,signal,31.223513951531935
full5y,s-cooldown40,GOOGL,2026-08-04,2026-08-27,-7.672306384325056,18,terminal,2.5609669883546404
full5y,s-cooldown40,AAOI,2022-01-25,2022-02-28,-14.528879830647135,23,trail,10.075563074715642
full5y,s-cooldown40,AAOI,2023-01-13,2023-01-20,-1.91320485993266,4,signal,4.721035927736872
full5y,s-cooldown40,AAOI,2023-03-29,2023-05-02,-0.1998999999999973,23,trail,26.37362011157598
full5y,s-cooldown40,AAOI,2023-05-09,2023-06-22,164.7240065994533,30,signal,193.78530312430712
full5y,s-cooldown40,AAOI,2024-04-17,2024-06-21,-25.39859610915135,45,trail,4.1528239334234
full5y,s-cooldown40,AAOI,2024-07-11,2024-07-25,-5.003121316486691,10,trail,27.16577388474675
full5y,s-cooldown40,AAOI,2024-08-20,2024-12-06,335.1005535215784,76,signal,412.5727357063207
full5y,s-cooldown40,AAOI,2025-03-13,2025-03-28,3.7543327154057726,11,trail,31.7563624345935
full5y,s-cooldown40,AAOI,2025-04-08,2025-04-17,-13.641687661864788,7,trail,14.96063297101613
full5y,s-cooldown40,AAOI,2025-05-02,2025-06-02,0.19275887723202434,20,trail,33.04918633132685
full5y,s-cooldown40,AAOI,2025-09-16,2025-09-24,-6.0299750830017596,6,signal,2.8282832693932614
full5y,s-cooldown40,AAOI,2025-11-24,2025-12-15,61.52174361934124,14,signal,74.53147826488646
full5y,s-cooldown40,AAOI,2026-07-31,2026-08-19,35.443001007003886,13,signal,54.73526648423699
early8,v5,TQQQ,2018-02-16,2018-03-26,-7.5752852930390695,25,trail,15.905286423995424
early8,v5,TQQQ,2018-10-15,2018-10-30,-19.687474990680364,11,trail,5.899748846108954
early8,v5,TQQQ,2019-01-08,2019-01-23,5.343160085466869,10,signal,10.371105881699293
early8,v5,TQQQ,2020-03-02,2020-03-10,-14.41386816457577,6,trail,12.135743497221263
early8,v5,MSFT,2018-10-26,2020-02-28,43.91648457867614,335,signal,78.54100916768934
early8,v5,NFLX,2019-01-04,2019-07-24,9.936604040205332,138,trail,36.593581407748886
early8,v5,NFLX,2020-03-31,2021-08-26,49.21869143705011,356,terminal,59.36183523510057
early8,v5,YINN,2018-05-15,2018-06-22,-19.458559173124847,27,trail,4.406678356867544
early8,v5,YINN,2018-07-23,2018-08-16,-10.503991656999723,18,trail,14.487928182304044
early8,v5,YINN,2018-08-20,2018-09-11,-12.131060760141443,15,trail,15.23595231302668
early8,v5,YINN,2018-09-13,2018-10-11,-18.215004492195785,20,trail,10.507413325520542
early8,v5,YINN,2018-10-15,2018-11-09,1.0442221385676742,19,signal,16.80216802168022
early8,v5,YINN,2019-01-17,2019-01-29,9.69719727879388,7,signal,12.0456885841286
early8,v5,YINN,2019-08-14,2019-09-17,23.840040995429625,23,signal,33.103915921868676
early8,v5,YINN,2020-03-02,2020-03-13,-19.752576204848225,9,trail,4.489794138916725
early8,v5,YINN,2020-10-12,2020-12-07,14.761313748877146,39,signal,30.746611355875665
early8,v5,YINN,2021-03-29,2021-05-13,-13.9929739864182,32,trail,9.551766135681428
early8,v5,YINN,2021-05-27,2021-07-09,-16.286274020854606,29,trail,7.654984877758597
early8,v5,YINN,2021-07-12,2021-07-27,-33.02304593375068,11,trail,5.015869140624996
early8,v5,YINN,2021-07-29,2021-08-23,-16.911706007482586,17,trail,4.088048013364376
early8,v5,YINN,2021-08-24,2021-08-26,-3.5581444966228726,3,terminal,3.7963774529342187
early8,v5,TSLA,2018-02-26,2018-03-28,-25.303794365856913,22,trail,1.1089033169330964
early8,v5,TSLA,2018-04-06,2018-07-09,3.443960716740402,64,signal,23.199330691750642
early8,v5,TSLA,2018-09-11,2018-12-21,13.345092864077902,71,signal,34.8230643485012
early8,v5,TSLA,2019-06-11,2019-07-26,3.3432487798678245,32,signal,20.872503654939266
early8,v5,TSLA,2020-08-14,2020-09-09,6.873660911883062,17,trail,49.64654728311169
early8,v5,TSLA,2020-11-19,2021-02-24,44.395738449105984,64,trail,79.48984285680258
early8,v5,TSLA,2021-03-10,2021-05-13,-14.274235691603876,45,trail,8.8562072341825
early8,v5,NVDA,2018-10-26,2018-11-19,-18.57868899390891,16,trail,9.984372992873025
early8,v5,NVDA,2018-11-21,2018-12-21,-12.020588169127633,20,trail,10.082884679446025
early8,v5,NVDA,2019-01-11,2019-05-01,26.745905197434404,75,signal,33.23488991740897
early8,v5,NVDA,2021-08-23,2021-08-26,5.020684156703181,4,terminal,5.922465504926411
early8,v5,GOOGL,2018-02-22,2018-11-20,-10.176613760403185,189,trail,14.861909506220016
early8,v5,GOOGL,2019-01-07,2020-03-10,15.811031094640304,295,trail,41.064968814602
early8,v5,GOOGL,2020-11-05,2021-08-26,59.459762060364454,203,terminal,60.500433472170265
early8,v5,AAOI,2017-11-09,2018-01-10,-18.674521037913472,41,trail,5.5813988973927975
early8,v5,AAOI,2018-01-22,2018-02-23,-22.96733175349466,23,trail,2.8873703529096684
early8,v5,AAOI,2018-04-16,2018-05-01,5.502007046114121,11,signal,13.063814926643879
early8,v5,AAOI,2018-10-12,2018-12-17,-22.515453457818147,44,trail,3.6823420141668395
early8,v5,AAOI,2019-02-25,2019-03-04,-14.666450428830702,5,trail,7.3116249611770545
early8,v5,AAOI,2019-12-13,2020-01-17,28.768621754441725,23,signal,38.05309839074638
early8,v5,AAOI,2020-03-11,2020-03-19,-29.770296398399566,6,trail,-10.089399355691297
early8,v5,AAOI,2020-07-07,2020-08-19,12.85155130905724,31,trail,42.63295753688296
early8,v5,AAOI,2020-11-27,2021-03-01,11.513726131212131,62,trail,50.5868454738754
early8,v5,AAOI,2021-08-10,2021-08-26,-6.156136895471365,13,terminal,-5.570292817226042
early8,s-cooldown40,TQQQ,2018-02-16,2018-03-26,-7.5752852930390695,25,trail,15.905286423995424
early8,s-cooldown40,TQQQ,2018-10-15,2018-10-30,-19.687474990680364,11,trail,5.899748846108954
early8,s-cooldown40,TQQQ,2019-01-08,2019-01-23,5.343160085466869,10,signal,10.371105881699293
early8,s-cooldown40,TQQQ,2020-03-02,2020-03-10,-14.41386816457577,6,trail,12.135743497221263
early8,s-cooldown40,MSFT,2018-10-26,2020-02-28,43.91648457867614,335,signal,78.54100916768934
early8,s-cooldown40,NFLX,2019-01-04,2019-07-24,9.936604040205332,138,trail,36.593581407748886
early8,s-cooldown40,NFLX,2020-03-31,2021-08-26,49.21869143705011,356,terminal,59.36183523510057
early8,s-cooldown40,YINN,2018-05-15,2018-06-22,-19.458559173124847,27,trail,4.406678356867544
early8,s-cooldown40,YINN,2018-07-23,2018-08-16,-10.503991656999723,18,trail,14.487928182304044
early8,s-cooldown40,YINN,2018-08-20,2018-09-11,-12.131060760141443,15,trail,15.23595231302668
early8,s-cooldown40,YINN,2018-09-13,2018-10-11,-18.215004492195785,20,trail,10.507413325520542
early8,s-cooldown40,YINN,2018-10-15,2018-11-09,1.0442221385676742,19,signal,16.80216802168022
early8,s-cooldown40,YINN,2019-01-17,2019-01-29,9.69719727879388,7,signal,12.0456885841286
early8,s-cooldown40,YINN,2019-08-14,2019-09-17,23.840040995429625,23,signal,33.103915921868676
early8,s-cooldown40,YINN,2020-03-02,2020-03-13,-19.752576204848225,9,trail,4.489794138916725
early8,s-cooldown40,YINN,2020-10-12,2020-12-07,14.761313748877146,39,signal,30.746611355875665
early8,s-cooldown40,YINN,2021-03-29,2021-05-13,-13.9929739864182,32,trail,9.551766135681428
early8,s-cooldown40,YINN,2021-05-27,2021-07-09,-16.286274020854606,29,trail,7.654984877758597
early8,s-cooldown40,YINN,2021-07-12,2021-07-27,-33.02304593375068,11,trail,5.015869140624996
early8,s-cooldown40,YINN,2021-07-29,2021-08-23,-16.911706007482586,17,trail,4.088048013364376
early8,s-cooldown40,YINN,2021-08-24,2021-08-26,-3.5581444966228726,3,terminal,3.7963774529342187
early8,s-cooldown40,TSLA,2018-02-26,2018-03-28,-25.303794365856913,22,trail,1.1089033169330964
early8,s-cooldown40,TSLA,2018-04-06,2018-07-09,3.443960716740402,64,signal,23.199330691750642
early8,s-cooldown40,TSLA,2018-09-11,2018-12-21,13.345092864077902,71,signal,34.8230643485012
early8,s-cooldown40,TSLA,2019-06-11,2019-07-26,3.3432487798678245,32,signal,20.872503654939266
early8,s-cooldown40,TSLA,2020-08-14,2020-09-09,6.873660911883062,17,trail,49.64654728311169
early8,s-cooldown40,TSLA,2020-11-19,2021-02-24,44.395738449105984,64,trail,79.48984285680258
early8,s-cooldown40,TSLA,2021-03-10,2021-05-13,-14.274235691603876,45,trail,8.8562072341825
early8,s-cooldown40,NVDA,2018-10-26,2018-11-19,-18.57868899390891,16,trail,9.984372992873025
early8,s-cooldown40,NVDA,2018-11-21,2018-12-21,-12.020588169127633,20,trail,10.082884679446025
early8,s-cooldown40,NVDA,2019-01-11,2019-05-01,26.745905197434404,75,signal,33.23488991740897
early8,s-cooldown40,NVDA,2021-08-23,2021-08-26,5.020684156703181,4,terminal,5.922465504926411
early8,s-cooldown40,GOOGL,2018-02-22,2018-11-20,-10.176613760403185,189,trail,14.861909506220016
early8,s-cooldown40,GOOGL,2019-01-07,2020-03-10,15.811031094640304,295,trail,41.064968814602
early8,s-cooldown40,GOOGL,2020-11-05,2021-08-26,59.459762060364454,203,terminal,60.500433472170265
early8,s-cooldown40,AAOI,2017-11-09,2018-01-10,-18.674521037913472,41,trail,5.5813988973927975
early8,s-cooldown40,AAOI,2018-01-22,2018-02-23,-22.96733175349466,23,trail,2.8873703529096684
early8,s-cooldown40,AAOI,2018-04-16,2018-05-01,5.502007046114121,11,signal,13.063814926643879
early8,s-cooldown40,AAOI,2018-10-12,2018-12-17,-22.515453457818147,44,trail,3.6823420141668395
early8,s-cooldown40,AAOI,2019-02-25,2019-03-04,-14.666450428830702,5,trail,7.3116249611770545
early8,s-cooldown40,AAOI,2019-12-13,2020-01-17,28.768621754441725,23,signal,38.05309839074638
early8,s-cooldown40,AAOI,2020-03-11,2020-03-19,-29.770296398399566,6,trail,-10.089399355691297
early8,s-cooldown40,AAOI,2020-07-07,2020-08-19,12.85155130905724,31,trail,42.63295753688296
early8,s-cooldown40,AAOI,2020-11-27,2021-03-01,11.513726131212131,62,trail,50.5868454738754
early8,s-cooldown40,AAOI,2021-08-10,2021-08-26,-6.156136895471365,13,terminal,-5.570292817226042
