symbol,episode_id,entry_date,exit_date,date,first_reference_reclaim_date,flat_bar,reference_price,reference_reclaimed,OPEN,CLOSE,MID,B_ALL_RAW,JF_RAW,B_SETUP,B_ENTRY_SIGNAL,B_SETUP_EXPIRED,B_SIGNAL,ICON_JUEFAN,S_SIGNAL,raw_b_count20,raw_b_suppressed,no_raw_buy,pending_setup_date,resolved_setup_date,resolved_setup_status,pending_setup_age,pending_B_BASE_BULL,pending_B_STAGE_COMPONENT,pending_B_BEAR_RECOVER,pending_B_CRASH_RECOVER,resolved_B_BASE_BULL,resolved_B_STAGE_COMPONENT,resolved_B_BEAR_RECOVER,resolved_B_CRASH_RECOVER
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-12,2022-03-18,27,23.87109069817313,False,23.89960444093258,22.65126037597656,26.231439304351806,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-13,2022-03-18,28,23.87109069817313,True,22.708441167331603,24.009197235107425,26.277895164489745,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-14,2022-03-18,29,23.87109069817313,False,24.02348627462956,22.39396858215332,26.20499544143677,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-18,2022-03-18,30,23.87109069817313,False,22.14144318912988,22.45591163635254,26.061102294921874,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-19,2022-03-18,31,23.87109069817313,True,22.265323240993514,23.89960670471191,25.998446655273437,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-20,2022-03-18,32,23.87109069817313,False,24.09496131221572,22.82279396057129,25.807621479034424,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-21,2022-03-18,33,23.87109069817313,False,23.651841654664363,21.483915328979492,25.60607566833496,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-22,2022-03-18,34,23.87109069817313,False,21.464859192485,19.77816390991211,25.236575031280516,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-25,2022-03-18,35,23.87109069817313,False,19.44463860144892,20.511924743652344,24.90590658187866,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-26,2022-03-18,36,23.87109069817313,False,20.116457605330776,18.205821990966797,24.398230361938474,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-27,2022-03-18,37,23.87109069817313,False,18.18676399159365,18.12482452392578,23.813843345642088,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-28,2022-03-18,38,23.87109069817313,False,18.977699942535267,20.04022216796875,23.370013999938962,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-04-29,2022-03-18,39,23.87109069817313,False,19.244520110456335,17.40535545349121,22.854237937927245,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-02,2022-03-18,40,23.87109069817313,False,17.27194711273792,18.224882125854492,22.385394096374508,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-03,2022-03-18,41,23.87109069817313,False,18.196292289247705,18.267763137817383,21.832453727722164,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-04,2022-03-18,42,23.87109069817313,False,18.339231729507013,20.07833671569824,21.46700325012207,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-05,2022-03-18,43,23.87109069817313,False,19.296928966636187,17.08612060546875,21.0419939994812,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-06,2022-03-18,44,23.87109069817313,False,16.71923985237876,16.490535736083984,20.57886753082275,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-09,2022-03-18,45,23.87109069817313,False,15.513779170658664,14.54178524017334,20.070953035354613,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-10,2022-03-18,46,23.87109069817313,False,15.590016340663098,15.042078018188477,19.67572340965271,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-11,2022-03-18,47,23.87109069817313,False,14.69902121153649,13.703204154968262,19.228320598602295,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-12,2022-03-18,48,23.87109069817313,False,13.069503033070587,13.59361743927002,18.707541608810423,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-13,2022-03-18,49,23.87109069817313,False,14.222556562363918,15.07066822052002,18.34137659072876,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-16,2022-03-18,50,23.87109069817313,False,14.832431501406989,14.603727340698242,17.948767375946044,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-17,2022-03-18,51,23.87109069817313,False,15.4518376409186,15.704364776611328,17.539005279541016,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-18,2022-03-18,52,23.87109069817313,False,14.989665562977292,13.412558555603027,17.0684935092926,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-19,2022-03-18,53,23.87109069817313,False,13.12191581674512,13.140974044799805,16.651346445083618,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-20,2022-03-18,54,23.87109069817313,False,13.650791005147344,13.026618957519531,16.31376919746399,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-23,2022-03-18,55,23.87109069817313,False,13.174324722211512,13.669851303100586,15.971665525436402,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-24,2022-03-18,56,23.87109069817313,False,12.936090543727332,12.816973686218262,15.702223110198975,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-25,2022-03-18,57,23.87109069817313,False,12.597799772620355,13.33155918121338,15.462559843063355,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-26,2022-03-18,58,23.87109069817313,False,13.226736713516182,14.446493148803713,15.182873392105103,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-27,2022-03-18,59,23.87109069817313,False,14.913430805321603,15.861601829528809,15.105685710906982,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-05-31,2022-03-18,60,23.87109069817313,False,15.866370314954262,15.74725341796875,14.981804275512696,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-01,2022-03-18,61,23.87109069817313,False,16.06171681073944,15.38036823272705,14.837434530258179,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-02,2022-03-18,62,23.87109069817313,False,15.208841756589786,16.62871551513672,14.664953470230103,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-03,2022-03-18,63,23.87109069817313,False,15.79013191384976,15.313664436340332,14.576330661773682,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-06,2022-03-18,64,23.87109069817313,False,16.018836373619145,15.504252433776855,14.527016496658325,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-07,2022-03-18,65,23.87109069817313,False,14.970608242471124,15.880661964416504,14.593960332870484,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-08,2022-03-18,66,23.87109069817313,False,15.761543703015612,15.556662559509276,14.619689559936523,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-09,2022-03-18,67,23.87109069817313,False,15.28031021341754,14.289258003234863,14.648992252349853,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-10,2022-03-18,68,23.87109069817313,False,13.464969386432344,12.764562606811523,14.607539510726928,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-13,2022-03-18,69,23.87109069817313,False,11.563868635184557,10.996871948242188,14.403849697113037,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-14,2022-03-18,70,23.87109069817313,False,11.263691912540397,11.068340301513672,14.227080345153809,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
TQQQ,TQQQ:2022-02-25:2022-03-07,2022-02-25,2022-03-07,2022-06-15,2022-03-18,71,23.87109069817313,False,11.463806687077772,11.864039421081545,14.035064077377319,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-09-27,,1,206.61301636796173,False,197.1999969482422,203.0,232.05,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-09-28,,2,206.61301636796173,False,206.0,203.3999938964844,230.71999969482422,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-09-29,,3,206.61301636796173,False,205.1999969482422,199.0,228.53999938964844,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-09-30,,4,206.61301636796173,False,204.3999938964844,205.0,225.85999908447266,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-10-01,,5,206.61301636796173,False,203.0,200.0,223.29999923706055,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-10-04,,6,206.61301636796173,False,191.0,185.3999938964844,219.97999877929686,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-10-05,,7,206.61301636796173,False,188.1999969482422,192.8000030517578,216.16999893188478,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-10-06,,8,206.61301636796173,False,183.3999938964844,190.0,212.61999893188477,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-10-07,2021-10-07,9,206.61301636796173,True,204.6000061035156,213.3999938964844,210.63999862670897,True,False,True,False,False,False,False,False,1,False,False,2021-10-07,,,0,False,False,False,True,False,False,False,False
YINN,YINN:2021-09-23:2021-09-27,2021-09-23,2021-09-27,2021-10-08,2021-10-07,10,206.61301636796173,True,215.0,219.3999938964844,208.9999984741211,True,False,False,True,False,True,False,False,2,True,False,,2021-10-07,confirmed,,False,False,False,False,False,False,False,True
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-04,,1,138.8776224708348,False,119.4000015258789,116.5999984741211,160.02000122070314,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-07,,2,138.8776224708348,False,108.4000015258789,103.8000030517578,156.1500015258789,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-08,,3,138.8776224708348,False,102.1999969482422,99.4000015258789,152.20000190734862,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-09,,4,138.8776224708348,False,101.5999984741211,104.0,148.27000160217284,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-10,,5,138.8776224708348,False,94.5999984741211,90.1999969482422,143.15000114440917,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-11,,6,138.8776224708348,False,92.1999969482422,78.5999984741211,137.81000137329102,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-14,,7,138.8776224708348,False,68.80000305175781,62.79999923706055,132.16000118255616,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-02-25:2022-03-04,2022-02-25,2022-03-04,2022-03-15,,8,138.8776224708348,False,58.20000076293945,62.20000076293945,126.74000091552735,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-08-31,2022-08-31,1,64.58911272080154,True,67.93000030517578,66.83000183105469,65.61399993896484,False,False,False,False,False,False,False,False,1,False,True,2022-08-25,,,4,False,False,True,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-01,2022-08-31,2,64.58911272080154,False,64.08000183105469,64.54000091552734,65.35400009155273,False,False,False,False,True,False,False,False,1,False,True,,2022-08-25,expired,,False,False,False,False,False,False,True,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-02,2022-08-31,3,64.58911272080154,False,62.86000061035156,60.529998779296875,65.00299987792968,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-06,2022-08-31,4,64.58911272080154,False,58.779998779296875,57.0,64.56499977111817,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-07,2022-08-31,5,64.58911272080154,False,57.220001220703125,58.9900016784668,64.29149990081787,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-08,2022-08-31,6,64.58911272080154,False,56.06999969482422,56.79999923706055,63.96199989318848,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-09,2022-08-31,7,64.58911272080154,False,60.20000076293945,60.81999969482422,63.66149978637695,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-12,2022-08-31,8,64.58911272080154,False,62.04999923706055,63.18000030517578,63.426499938964845,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-13,2022-08-31,9,64.58911272080154,False,57.400001525878906,55.08000183105469,62.83450012207031,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-14,2022-08-31,10,64.58911272080154,False,55.38999938964844,55.150001525878906,62.359000015258786,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-15,2022-08-31,11,64.58911272080154,False,54.939998626708984,54.70000076293945,61.88050022125244,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-16,2022-08-31,12,64.58911272080154,False,52.900001525878906,52.040000915527344,61.38100032806396,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-19,2022-08-31,13,64.58911272080154,False,50.959999084472656,52.70000076293945,60.9665002822876,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
YINN,YINN:2022-08-12:2022-08-31,2022-08-12,2022-08-31,2022-09-20,2022-08-31,14,64.58911272080154,False,52.0,51.58000183105469,60.43250045776367,False,False,False,False,False,False,False,False,1,False,True,,,,,False,False,False,False,False,False,False,False
