symbol,date,OPEN,CLOSE,MID,B_ALL_RAW,JF_RAW,B_SETUP,B_ENTRY_SIGNAL,B_SETUP_EXPIRED,B_SIGNAL,ICON_JUEFAN,S_SIGNAL,raw_b_count20,raw_b_suppressed,no_raw_buy,pending_setup_date,resolved_setup_date,resolved_setup_status,pending_setup_age,pending_B_BASE_BULL,pending_B_STAGE_COMPONENT,pending_B_BEAR_RECOVER,pending_B_CRASH_RECOVER,resolved_B_BASE_BULL,resolved_B_STAGE_COMPONENT,resolved_B_BEAR_RECOVER,resolved_B_CRASH_RECOVER,raw_B_BASE_BULL,raw_B_STAGE_COMPONENT,raw_B_BEAR_RECOVER,raw_B_CRASH_RECOVER,position,flat_origin,flat_since,flat_bar,held_trade_id,entry_today,exit_today,terminal_today,pending_buy,source_trusted
TQQQ,2025-10-24,54.69245911392133,54.97589111328125,52.213423538208005,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,42,,False,False,False,False,True
TQQQ,2025-10-27,56.94500049809668,57.89474868774414,52.557271575927736,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,43,,False,False,False,False,True
TQQQ,2025-10-28,58.50139354771187,59.217430114746094,52.947363471984865,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,44,,False,False,False,False,True
TQQQ,2025-10-29,59.953357097795674,59.97324752807617,53.33894729614258,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,45,,False,False,False,False,True
TQQQ,2025-10-30,58.96880460399091,57.22843170166016,53.56146640777588,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,46,,False,False,False,False,True
TQQQ,2025-10-31,59.41632716814125,58.03894805908203,53.860313415527344,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,47,,False,False,False,False,True
TQQQ,2025-11-03,59.66992809527768,58.83454895019531,54.140762138366696,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,48,,False,False,False,False,True
TQQQ,2025-11-04,56.36819073175268,55.23446273803711,54.28421859741211,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,49,,False,False,False,False,True
TQQQ,2025-11-05,55.03556401447785,56.30852127075195,54.392619132995605,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,50,,False,False,False,False,True
TQQQ,2025-11-06,55.875913978797776,53.15098571777344,54.353833770751955,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,51,,False,False,False,False,True
TQQQ,2025-11-07,52.22113037843629,52.59904098510742,54.5703857421875,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,52,,False,False,False,False,True
TQQQ,2025-11-10,54.9112510769928,56.044979095458984,54.80608196258545,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,53,,False,False,False,False,True
TQQQ,2025-11-11,55.328936545365664,55.58253479003906,55.07086715698242,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,54,,False,False,False,False,True
TQQQ,2025-11-12,56.4527218194312,55.468170166015625,55.27846889495849,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,55,,False,False,False,False,True
TQQQ,2025-11-13,54.483618361844904,52.0421257019043,55.343360137939456,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,56,,False,False,False,False,True
TQQQ,2025-11-14,49.71499711701802,52.08190155029297,55.36200714111328,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,57,,False,False,False,False,True
TQQQ,2025-11-17,51.42056030385881,50.74430084228515,55.21681022644043,False,False,False,False,False,False,False,True,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,58,,False,False,False,False,True
TQQQ,2025-11-18,49.71002235612022,48.90945053100586,54.98285446166992,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,59,,False,False,False,False,True
TQQQ,2025-11-19,49.05365551122593,49.74980545043945,54.869730377197264,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,60,,False,False,False,False,True
TQQQ,2025-11-20,52.65870722407508,46.19446563720703,54.513699531555176,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,61,,False,False,False,False,True
TQQQ,2025-11-21,46.59226432433541,47.21879959106445,54.125844955444336,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,62,,False,False,False,False,True
TQQQ,2025-11-24,48.43209161455189,50.79899978637695,53.771057510375975,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,63,,False,False,False,False,True
TQQQ,2025-11-25,50.36141847803762,51.723880767822266,53.39638004302979,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,64,,False,False,False,False,True
TQQQ,2025-11-26,52.61893221188789,53.07640075683594,53.051537704467776,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,65,,False,False,False,False,True
TQQQ,2025-11-28,53.5239232069981,54.23996353149414,52.90211429595947,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,66,,False,False,False,False,True
TQQQ,2025-12-01,52.817835095428904,53.752662658691406,52.68780002593994,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,67,,False,False,False,False,True
TQQQ,2025-12-02,54.329472361746696,54.99578475952149,52.49586181640625,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,68,,False,False,False,False,True
TQQQ,2025-12-03,54.35930393073119,55.383636474609375,52.50332050323486,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,69,,False,False,False,False,True
TQQQ,2025-12-04,55.73171494659119,55.204627990722656,52.4481258392334,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,70,,False,False,False,False,True
TQQQ,2025-12-05,55.5527008663661,55.84110641479492,52.58263187408447,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,71,,False,False,False,False,True
TQQQ,2025-12-08,56.25879505542472,55.4930305480957,52.72733135223389,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,72,,False,False,False,False,True
TQQQ,2025-12-09,55.14495690266288,55.701873779296875,52.71017608642578,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,73,,False,False,False,False,True
TQQQ,2025-12-10,55.343861009899086,56.33835983276367,52.74796733856201,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,74,,False,False,False,False,True
TQQQ,2025-12-11,55.32396779598552,55.801326751708984,52.76462516784668,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,75,,False,False,False,False,True
TQQQ,2025-12-12,54.80682974856568,52.52942657470703,52.78899021148682,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,76,,False,False,False,False,True
TQQQ,2025-12-15,53.76260801831308,51.733829498291016,52.77158660888672,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,77,,False,False,False,False,True
TQQQ,2025-12-16,51.147075235578875,52.0421257019043,52.83647785186768,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,78,,False,False,False,False,True
TQQQ,2025-12-17,52.36036360946466,49.12824249267578,52.84741744995117,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,79,,False,False,False,False,True
TQQQ,2025-12-18,51.3857469931556,51.22662734985352,52.921258544921876,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,80,,False,False,False,False,True
TQQQ,2025-12-19,51.9128364237666,53.2255744934082,53.272813987731936,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,81,,False,False,False,False,True
TQQQ,2025-12-22,54.508477824870205,53.95155715942383,53.609451866149904,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,82,,False,False,False,False,True
TQQQ,2025-12-23,53.67310249846806,54.70737838745117,53.804870796203616,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,83,,False,False,False,False,True
TQQQ,2025-12-24,54.65359346961421,55.14166259765625,53.97575988769531,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,84,,False,False,False,False,True
TQQQ,2025-12-26,55.30102875513506,55.09185791015625,54.07653274536133,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,85,,False,False,False,False,True
TQQQ,2025-12-29,54.07588111880485,54.27509307861328,54.07828922271729,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,86,,False,False,False,False,True
TQQQ,2025-12-30,53.98623889717354,53.88663101196289,54.08498764038086,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,87,,False,False,False,False,True
TQQQ,2025-12-31,53.916512324350315,52.5120735168457,53.96080207824707,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,88,,False,False,False,False,True
TQQQ,2026-01-02,53.95634952779414,52.14352798461914,53.79879665374756,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,89,,False,False,False,False,True
TQQQ,2026-01-05,53.73722127107424,53.38859939575195,53.70799522399902,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,90,,False,False,False,False,True
TQQQ,2026-01-06,53.70733999087415,54.79304122924805,53.65559196472168,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,91,,False,False,False,False,True
TQQQ,2026-01-07,54.673513372088415,54.95240783691406,53.628560829162595,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,92,,False,False,False,False,True
TQQQ,2026-01-08,54.65359095833263,53.97627258300781,53.542280769348146,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,93,,False,False,False,False,True
TQQQ,2026-01-09,54.17548536473063,55.54008102416992,53.502366828918454,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,94,,False,False,False,False,True
TQQQ,2026-01-12,54.38465773190968,55.66957092285156,53.495779037475586,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,95,,False,False,False,False,True
TQQQ,2026-01-13,55.68948932143886,55.38071060180664,53.638343238830565,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,96,,False,False,False,False,True
TQQQ,2026-01-14,54.334852571590666,53.61769485473633,53.732536506652835,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,97,,False,False,False,False,True
TQQQ,2026-01-15,55.43051894305887,54.16552734375,53.83870658874512,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,98,,False,False,False,False,True
TQQQ,2026-01-16,55.101818104598685,53.92647171020508,54.07861804962158,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,99,,False,False,False,False,True
TQQQ,2026-01-20,51.18731545585656,50.5299186706543,54.04378261566162,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,100,,False,False,False,False,True
TQQQ,2026-01-21,50.868580843494264,52.52203369140625,54.008605575561525,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,101,,False,False,False,False,True
TQQQ,2026-01-22,54.10576158730231,53.68741989135742,53.995398712158206,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,102,,False,False,False,False,True
TQQQ,2026-01-23,53.37864217730829,54.16552734375,53.968306159973146,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,103,,False,False,False,False,True
TQQQ,2026-01-26,54.25517149834525,54.86276626586914,53.95436134338379,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,104,,False,False,False,False,True
TQQQ,2026-01-27,55.75921244934997,56.3170051574707,54.01561870574951,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,105,,False,False,False,False,True
TQQQ,2026-01-28,57.47243235928801,56.834957122802734,54.143611907958984,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,106,,False,False,False,False,True
TQQQ,2026-01-29,56.725388134807446,55.81897735595703,54.24022922515869,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,107,,False,False,False,False,True
TQQQ,2026-01-30,54.80300305503867,53.78702545166016,54.30397682189941,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,108,,False,False,False,False,True
TQQQ,2026-02-02,52.950335573229424,54.88268280029297,54.440934562683104,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,109,,False,False,False,False,True
TQQQ,2026-02-03,55.420556101067255,52.312862396240234,54.38714771270752,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,110,,False,False,False,False,True
TQQQ,2026-02-04,51.93435787318362,49.563743591308594,54.12568283081055,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,111,,False,False,False,False,True
TQQQ,2026-02-05,48.199148463924764,47.45210647583008,53.75066776275635,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,112,,False,False,False,False,True
TQQQ,2026-02-06,48.14934644679454,50.390472412109375,53.571377754211426,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,113,,False,False,False,False,True
TQQQ,2026-02-09,49.86256390653135,51.53593826293945,53.371170616149904,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,114,,False,False,False,False,True
TQQQ,2026-02-10,51.76502909226341,50.81877517700195,53.128630828857425,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,115,,False,False,False,False,True
TQQQ,2026-02-11,52.00408382720198,51.19728088378906,52.91945934295654,False,False,False,False,False,False,False,False,0,False,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,initial,2025-08-27,116,,False,False,False,False,True
