symbol,date,OPEN,CLOSE,MID,B_ALL_RAW,JF_RAW,B_SETUP,B_ENTRY_SIGNAL,B_SETUP_EXPIRED,B_SIGNAL,ICON_JUEFAN,S_SIGNAL,raw_b_count20,raw_b_suppressed,no_raw_buy,pending_setup_date,resolved_setup_date,resolved_setup_status,pending_setup_age,pending_B_BASE_BULL,pending_B_STAGE_COMPONENT,pending_B_BEAR_RECOVER,pending_B_CRASH_RECOVER,resolved_B_BASE_BULL,resolved_B_STAGE_COMPONENT,resolved_B_BEAR_RECOVER,resolved_B_CRASH_RECOVER,raw_B_BASE_BULL,raw_B_STAGE_COMPONENT,raw_B_BEAR_RECOVER,raw_B_CRASH_RECOVER,position,flat_origin,flat_since,flat_bar,held_trade_id,entry_today,exit_today,terminal_today,pending_buy,source_trusted,event_type,raw_b_state,reference_open_date,outcome_date,actual_entry_date,actual_entry_kind,reference_open,ret20_pct,mfe20_pct,mae20_pct,outcome_complete,win,interference,next_entry_observed,drives_entry,B_BASE_BULL,B_STAGE_COMPONENT,B_BEAR_RECOVER,B_CRASH_RECOVER
TQQQ,2023-01-10,8.534717878283791,8.855607986450195,8.77428982257843,True,False,True,False,False,False,False,False,1,False,False,2023-01-10,,,0,False,False,True,False,False,False,False,False,False,False,True,False,flat,trail,2022-11-04,45,,False,False,False,False,True,raw_b,accepted,2023-01-11,2023-02-08,,,8.94660598337503,33.77944110495834,46.94862922896059,-0.8565302184057155,True,True,False,False,False,False,False,True,False
TQQQ,2023-01-11,8.94660598337503,9.296232223510742,8.723325419425965,False,False,False,True,False,True,False,False,1,False,True,,2023-01-10,confirmed,,False,False,False,False,False,False,True,False,False,False,False,False,flat,trail,2022-11-04,46,,False,False,False,True,True,confirmed_b,,2023-01-12,2023-02-09,2023-01-12,B,9.348915741982776,24.59018012996257,40.62502238679389,-4.815566840116503,True,True,False,True,True,False,False,True,False
TQQQ,2023-10-06,16.80380568618457,18.113191604614254,18.155421352386476,True,False,True,False,False,False,False,False,1,False,False,2023-10-06,,,0,False,True,False,False,False,False,False,False,False,True,False,False,flat,S,2023-01-31,173,,False,False,False,False,True,raw_b,accepted,2023-10-09,2023-11-03,,,17.754322443945295,2.649567830874333,9.396352186260849,-16.771365077416377,True,True,False,False,False,False,True,False,False
TQQQ,2023-10-09,17.754322443945295,18.379919052124023,18.062479114532472,False,False,False,True,False,True,False,False,1,False,True,,2023-10-06,confirmed,,False,False,False,False,False,True,False,False,False,False,False,False,flat,S,2023-01-31,174,,False,False,False,True,True,confirmed_b,,2023-10-10,2023-11-06,2023-10-10,B,18.433263727541377,1.062478034441483e-05,5.367022336056637,-19.836875182491276,True,True,False,True,True,False,True,False,False
TQQQ,2024-04-26,26.41228235471522,27.023338317871097,27.712367820739747,True,False,True,False,False,False,False,False,1,False,False,2024-04-26,,,0,False,True,False,False,False,False,False,False,False,True,False,False,flat,trail,2023-10-27,125,,False,False,False,False,True,raw_b,accepted,2024-04-29,2024-05-24,,,27.41441953461035,16.529968340075364,18.59843210735772,-8.701868740393582,True,True,False,False,False,False,True,False,False
TQQQ,2024-05-03,27.536628631785195,27.717500686645508,26.97690086364746,False,False,False,True,False,True,False,False,1,False,True,,2024-04-26,confirmed,,False,False,False,False,False,True,False,False,False,False,False,False,flat,trail,2023-10-27,130,,False,False,False,True,True,confirmed_b,,2024-05-06,2024-06-03,2024-05-06,B,28.06947194188976,9.961668597272189,15.830721029204176,-0.522464727668337,True,True,False,True,True,False,True,False,False
TQQQ,2024-08-05,24.206941859502784,26.312105178833008,34.88071517944336,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,S,2024-07-22,11,,False,False,False,True,True,raw_jf,,2024-08-06,2024-09-03,2024-08-06,JF,26.562371631652507,15.185658334052876,35.15607811001102,-2.0875755764146575,True,True,False,True,False,False,False,False,False
TQQQ,2024-08-05,24.206941859502784,26.312105178833008,34.88071517944336,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,S,2024-07-22,11,,False,False,False,True,True,tradable_jf,,2024-08-06,2024-09-03,2024-08-06,JF,26.562371631652507,15.185658334052876,35.15607811001102,-2.0875755764146575,True,True,False,True,True,False,False,False,False
TQQQ,2025-04-07,18.205504192005503,20.434749603271484,29.0268235206604,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,trail,2024-09-09,145,,False,False,False,True,True,raw_jf,,2025-04-08,2025-05-06,2025-04-08,JF,22.485656201619356,25.005508134069785,32.60629122425247,-18.263937050014476,True,True,False,True,False,False,False,False,False
TQQQ,2025-04-07,18.205504192005503,20.434749603271484,29.0268235206604,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,trail,2024-09-09,145,,False,False,False,True,True,tradable_jf,,2025-04-08,2025-05-06,2025-04-08,JF,22.485656201619356,25.005508134069785,32.60629122425247,-18.263937050014476,True,True,False,True,True,False,False,False,False
TQQQ,2025-04-09,19.201232198144684,26.062355041503903,28.323959732055663,True,True,True,False,False,False,False,False,1,False,False,2025-04-09,,,0,False,False,False,True,False,False,False,False,False,False,False,True,held,,,,TQQQ:2025-04-08,False,False,False,False,True,raw_b,accepted,2025-04-10,2025-05-08,,,24.115480482257077,21.425650929638685,24.71241889107496,-17.337708603803193,True,True,False,False,False,False,False,False,True
TQQQ,2025-04-09,19.201232198144684,26.062355041503903,28.323959732055663,True,True,True,False,False,False,False,False,1,False,False,2025-04-09,,,0,False,False,False,True,False,False,False,False,False,False,False,True,held,,,,TQQQ:2025-04-08,False,False,False,False,True,raw_jf,,2025-04-10,2025-05-08,,,24.115480482257077,21.425650929638685,24.71241889107496,-17.337708603803193,True,True,False,False,False,False,False,False,False
TQQQ,2025-04-23,24.392899460812988,23.803386688232425,24.832555198669432,True,False,False,False,False,False,False,False,2,True,False,,,,,False,False,False,False,False,False,False,False,False,False,False,True,flat,trail,2025-04-22,2,,False,False,False,False,True,raw_b,suppressed,2025-04-24,2025-05-21,,,24.1452054723706,39.392702192671436,47.70208967434022,-0.4103421338777058,True,True,False,False,False,False,False,False,True
TQQQ,2025-04-24,24.1452054723706,25.82952308654785,24.554147148132323,True,False,False,False,False,False,False,False,3,True,False,,,,,False,False,False,False,False,False,False,False,False,False,True,True,flat,trail,2025-04-22,3,,False,False,False,False,True,raw_b,suppressed,2025-04-25,2025-05-22,,,25.779981574118658,31.225990468872666,38.33591360925455,-3.305142101314773,True,True,False,False,False,False,False,True,True
TQQQ,2025-04-25,25.779981574118658,26.68158721923828,24.345093250274658,True,False,False,False,False,False,False,False,4,True,False,,,,,False,False,False,False,False,False,False,False,False,False,False,True,flat,trail,2025-04-22,4,,False,False,False,False,True,raw_b,suppressed,2025-04-28,2025-05-23,,,26.760853543083545,22.76933584712406,33.26545426303029,-6.849321867597924,True,True,False,False,False,False,False,False,True
TQQQ,2025-04-29,26.275369924046217,27.181928634643555,24.197715282440186,True,False,False,False,False,False,False,False,5,True,False,,,,,False,False,False,False,False,False,False,False,False,False,False,True,flat,trail,2025-04-22,6,,False,False,False,False,True,raw_b,suppressed,2025-04-30,2025-05-28,,,25.740352323927528,34.776744838567055,38.548892377448915,-3.156272937923388,True,True,False,False,False,False,False,False,True
TQQQ,2025-05-01,28.51452774084125,28.123170852661133,24.026806640625,True,False,False,False,False,False,False,False,6,True,False,,,,,False,False,False,False,False,False,False,False,False,False,False,True,flat,trail,2025-04-22,8,,False,False,False,False,True,raw_b,suppressed,2025-05-02,2025-05-30,,,29.049543937921392,19.3724445396565,24.590712650199876,-6.053891409246182,True,True,False,False,False,False,False,False,True
TQQQ,2026-04-08,48.52826538226145,47.88973617553711,44.23861312866211,True,False,True,False,False,False,False,False,1,False,False,2026-04-08,,,0,False,False,True,False,False,False,False,False,False,False,True,False,flat,trail,2025-04-22,242,,False,False,False,False,True,raw_b,accepted,2026-04-09,2026-05-06,,,47.90969106107206,49.0420670445302,49.22949721616059,-1.4785486832661343,True,True,False,False,False,False,False,True,False
TQQQ,2026-04-09,47.90969106107206,48.847530364990234,44.22322158813476,False,False,False,True,False,True,False,False,1,False,True,,2026-04-08,confirmed,,False,False,False,False,False,False,True,False,False,False,False,False,flat,trail,2025-04-22,243,,False,False,False,True,True,confirmed_b,,2026-04-10,2026-05-07,2026-04-10,B,49.24661095122487,44.529979969289776,48.500820250149744,-1.8233397760285763,True,True,False,True,True,False,False,True,False
TQQQ,2026-04-13,48.667942504397715,50.54362487792969,44.583547019958495,True,False,False,False,False,False,False,False,2,True,False,,,,,False,False,False,False,False,False,False,False,False,True,False,False,held,,,,TQQQ:2026-04-10,False,False,False,False,True,raw_b,suppressed,2026-04-14,2026-05-11,,,51.27194757573387,49.75676638960893,50.53513093975379,-0.019455772819532147,True,True,False,False,False,False,True,False,False
TQQQ,2026-08-04,70.30999755859375,74.81999969482422,68.97350006103515,True,False,True,False,False,False,False,False,1,False,False,2026-08-04,,,0,False,True,False,False,False,False,False,False,False,True,False,False,flat,S,2026-06-10,38,,False,False,False,False,True,raw_b,accepted,2026-08-05,,,,75.61000061035156,,,,False,,,False,False,False,True,False,False
MSFT,2022-01-24,292.20001220703125,296.3699951171875,318.5925018310547,True,False,True,False,False,False,False,False,1,False,False,2022-01-24,,,0,True,False,False,False,False,False,False,False,True,False,False,False,flat,initial,2021-08-27,103,,False,False,False,False,False,raw_b,accepted,2022-01-25,2022-02-22,,,291.5199890136719,-1.3035084852416556,8.095501849929354,-2.408064379195163,True,False,False,False,False,True,False,False,False
MSFT,2022-01-31,308.95001220703125,310.9800109863281,308.7419998168945,True,False,False,True,False,True,False,False,2,True,False,,2022-01-24,confirmed,,False,False,False,False,True,False,False,False,False,True,False,False,flat,initial,2021-08-27,108,,False,False,False,True,False,raw_b,suppressed,2022-02-01,2022-03-01,2022-02-01,B,310.4100036621094,-4.980506836985443,1.517345252894975,-12.528595789319485,True,False,True,True,False,False,True,False,False
MSFT,2022-01-31,308.95001220703125,310.9800109863281,308.7419998168945,True,False,False,True,False,True,False,False,2,True,False,,2022-01-24,confirmed,,False,False,False,False,True,False,False,False,False,True,False,False,flat,initial,2021-08-27,108,,False,False,False,True,False,confirmed_b,,2022-02-01,2022-03-01,2022-02-01,B,310.4100036621094,-4.980506836985443,1.517345252894975,-12.528595789319485,True,False,True,True,True,True,False,False,False
MSFT,2022-05-04,282.5899963378906,289.9800109863281,284.8584976196289,True,False,True,False,False,False,False,False,1,False,False,2022-05-04,,,0,False,False,True,False,False,False,False,False,False,False,True,False,held,,,,MSFT:2022-02-01,False,False,False,False,False,raw_b,accepted,2022-05-05,2022-06-02,,,285.5400085449219,-3.8383489685061,0.28367217705196346,-13.693354673050774,True,False,True,False,False,False,False,True,False
MSFT,2023-04-26,296.70001220703125,295.3699951171875,286.2474990844727,True,False,True,False,False,False,False,False,1,False,False,2023-04-26,,,0,True,False,False,False,False,False,False,False,True,False,False,False,flat,trail,2022-06-14,218,,False,False,False,False,False,raw_b,accepted,2023-04-27,2023-05-24,,,295.9700012207031,6.041154444392327,9.038078146322913,-0.24326831021168616,True,True,False,False,False,True,False,False,False
MSFT,2023-04-27,295.9700012207031,304.8299865722656,287.4634979248047,False,False,False,True,False,True,False,False,1,False,True,,2023-04-26,confirmed,,False,False,False,False,True,False,False,False,False,False,False,False,flat,trail,2022-06-14,219,,False,False,False,True,False,confirmed_b,,2023-04-28,2023-05-25,2023-04-28,B,304.010009765625,7.207000742837644,7.529352125117961,-0.2302595916400696,True,True,False,True,True,True,False,False,False
MSFT,2023-08-23,323.82000732421875,327.0,325.83099975585935,True,False,True,False,False,False,False,False,1,False,False,2023-08-23,,,0,False,True,False,False,False,False,False,False,False,True,False,False,held,,,,MSFT:2023-04-28,False,False,False,False,False,raw_b,accepted,2023-08-24,2023-09-21,,,332.8500061035156,-4.001804740864645,2.406483130889825,-5.362777760612181,True,False,False,False,False,False,True,False,False
MSFT,2023-10-25,345.0199890136719,340.6700134277344,326.6500045776367,True,False,True,False,False,False,False,False,1,False,False,2023-10-25,,,0,True,False,False,False,False,False,False,False,True,False,False,False,held,,,,MSFT:2023-04-28,False,False,False,False,False,raw_b,accepted,2023-10-26,2023-11-22,,,340.5400085449219,10.956127509955138,11.525811656524464,-3.993658824884183,True,True,False,False,False,True,False,False,False
MSFT,2024-08-13,409.5899963378906,414.010009765625,419.8839965820313,True,False,True,False,False,False,False,False,1,False,False,2024-08-13,,,0,False,True,False,False,False,False,False,False,False,True,False,False,held,,,,MSFT:2023-04-28,False,False,False,False,False,raw_b,accepted,2024-08-14,2024-09-11,,,414.7999877929687,1.9865045791818803,2.890554750434937,-3.375120639344753,True,True,False,False,False,False,True,False,False
MSFT,2024-08-15,419.7999877929687,421.0299987792969,417.58399658203126,False,False,False,True,False,True,False,False,1,False,True,,2024-08-13,confirmed,,False,False,False,False,False,True,False,False,False,False,False,False,held,,,,MSFT:2023-04-28,False,False,False,False,False,confirmed_b,,2024-08-16,2024-09-13,,,420.6000061035156,2.375175960391296,2.6699905624790077,-4.707564912796003,True,True,False,False,False,False,True,False,False
MSFT,2025-03-21,383.2200012207031,391.260009765625,390.44099884033204,True,False,True,False,False,False,False,False,1,False,False,2025-03-21,,,0,False,False,True,False,False,False,False,False,False,False,True,False,held,,,,MSFT:2023-04-28,False,False,False,False,False,raw_b,accepted,2025-03-24,2025-04-21,,,395.3999938964844,-9.175518295226626,0.24278995192130726,-12.799693002729828,True,False,True,False,False,False,False,True,False
MSFT,2025-03-24,395.3999938964844,393.0799865722656,389.89499816894534,False,False,False,True,False,True,False,False,1,False,True,,2025-03-21,confirmed,,False,False,False,False,False,False,True,False,False,False,False,False,held,,,,MSFT:2023-04-28,False,False,False,False,False,confirmed_b,,2025-03-25,2025-04-22,,,393.9200134277344,-6.8795707706501785,0.619407961173768,-12.472076362737416,True,False,True,False,False,False,False,True,False
MSFT,2026-04-13,373.6099853515625,384.3699951171875,376.5664993286133,True,False,True,False,False,False,False,False,1,False,False,2026-04-13,,,0,False,False,True,False,False,False,False,False,False,False,True,False,flat,trail,2025-04-04,256,,False,False,False,False,False,raw_b,accepted,2026-04-14,2026-05-11,,,387.9200134277344,6.3776008914228965,11.801401627819153,-0.36090543555400423,True,True,False,False,False,False,False,True,False
MSFT,2026-04-14,387.9200134277344,393.1099853515625,376.22449798583983,False,False,False,True,False,True,False,False,1,False,True,,2026-04-13,confirmed,,False,False,False,False,False,False,True,False,False,False,False,False,flat,trail,2025-04-04,257,,False,False,False,True,False,confirmed_b,,2026-04-15,2026-05-12,2026-04-15,B,398.0,2.454771108962772,8.969852313324456,-0.3190927170029889,True,True,False,True,True,False,False,True,False
MSFT,2026-06-26,357.1499938964844,372.9700012207031,400.1079956054688,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,S,2026-06-10,12,,False,False,False,True,False,raw_jf,,2026-06-29,2026-07-27,2026-06-29,JF,377.5,3.0728492989445355,7.5470172806291425,-4.662253272454475,True,True,False,True,False,False,False,False,False
MSFT,2026-06-26,357.1499938964844,372.9700012207031,400.1079956054688,False,True,False,False,False,False,True,False,0,False,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,flat,S,2026-06-10,12,,False,False,False,True,False,tradable_jf,,2026-06-29,2026-07-27,2026-06-29,JF,377.5,3.0728492989445355,7.5470172806291425,-4.662253272454475,True,True,False,True,True,False,False,False,False
MSFT,2026-07-02,384.4800109863281,390.489990234375,386.9554962158203,True,False,True,False,False,False,False,False,1,False,False,2026-07-02,,,0,False,False,True,False,False,False,False,False,False,False,True,False,held,,,,MSFT:2026-06-29,False,False,False,False,False,raw_b,accepted,2026-07-06,2026-07-31,,,387.0400085449219,20.070274638484896,20.61802036770748,-3.5371026610075407,True,True,False,False,False,False,False,True,False
MSFT,2026-07-30,437.8999938964844,451.1000061035156,393.15449981689454,True,False,False,False,False,False,False,False,2,True,False,,,,,False,False,False,False,False,False,False,False,True,False,False,False,held,,,,MSFT:2026-06-29,False,False,False,False,False,raw_b,suppressed,2026-07-31,,,,450.0,,,,False,,,False,False,True,False,False,False
NFLX,2021-12-22,60.33599853515625,61.42399978637695,61.76665058135986,True,False,True,False,False,False,False,False,1,False,False,2021-12-22,,,0,False,True,False,False,False,False,False,False,False,True,False,False,flat,initial,2021-08-27,82,,False,False,False,False,False,raw_b,accepted,2021-12-23,2022-01-21,,,61.63999938964844,-35.51265348215521,0.6830003869157553,-38.35334048413732,True,False,True,False,False,False,True,False,False
NFLX,2022-01-31,40.196998596191406,42.7140007019043,48.78534984588623,True,False,True,False,False,False,False,False,1,False,False,2022-01-31,,,0,False,False,False,True,False,False,False,False,False,False,False,True,flat,initial,2021-08-27,108,,False,False,False,False,False,raw_b,accepted,2022-02-01,2022-03-01,,,43.29600143432617,-10.79083686768747,5.894304448180399,-18.07095586903966,True,False,True,False,False,False,False,False,True
NFLX,2022-02-01,43.29600143432617,45.7130012512207,48.08414993286133,True,False,False,False,False,False,False,False,2,True,False,2022-01-31,,,1,False,False,False,True,False,False,False,False,False,False,False,True,flat,initial,2021-08-27,109,,False,False,False,False,False,raw_b,suppressed,2022-02-02,2022-03-02,,,44.82500076293945,-15.219190841663044,0.8321273670589768,-20.86558947390369,True,False,True,False,False,False,False,False,True
NFLX,2022-02-09,40.8650016784668,41.28900146484375,43.73445014953613,True,False,False,False,False,False,False,False,3,True,False,,,,,False,False,False,False,False,False,False,False,False,False,False,True,flat,initial,2021-08-27,115,,False,False,False,False,False,raw_b,suppressed,2022-02-10,2022-03-10,,,40.209999084472656,-11.273317705185848,2.365083897727027,-15.2772889369982,True,False,True,False,False,False,False,False,True
NFLX,2022-05-13,17.715999603271484,18.763999938964844,20.924199771881103,True,False,True,False,False,False,False,False,1,False,False,2022-05-13,,,0,False,False,False,True,False,False,False,False,False,False,False,True,flat,initial,2021-08-27,180,,False,False,False,False,False,raw_b,accepted,2022-05-16,2022-06-13,,,19.329999923706055,-12.214175221695978,7.2840194081851495,-12.591826305564357,True,False,True,False,False,False,False,False,True
NFLX,2022-11-30,28.136999130249023,30.55299949645996,28.299300098419188,True,False,True,False,False,False,False,False,1,False,False,2022-11-30,,,0,True,False,False,False,False,False,False,False,True,False,False,False,flat,initial,2021-08-27,318,,False,False,False,False,False,raw_b,accepted,2022-12-01,2022-12-29,,,30.39900016784668,-4.233694032770208,9.450966069347832,-10.05954323395699,True,False,True,False,False,True,False,False,False
NFLX,2022-12-01,30.39900016784668,31.69499969482422,28.519050121307373,False,False,False,True,False,True,False,False,1,False,True,,2022-11-30,confirmed,,False,False,False,False,True,False,False,False,False,False,False,False,flat,initial,2021-08-27,319,,False,False,False,True,False,confirmed_b,,2022-12-02,2022-12-30,2022-12-02,B,31.048999786376953,-5.027533664098516,7.159649547645874,-11.942414276199608,True,False,True,True,True,True,False,False,False
NFLX,2023-03-23,30.468000411987305,32.0369987487793,30.783349990844727,True,False,True,False,False,False,False,False,1,False,False,2023-03-23,,,0,True,False,False,False,False,False,False,False,True,False,False,False,flat,S,2023-02-22,22,,False,False,False,False,False,raw_b,accepted,2023-03-24,2023-04-21,,,32.0629997253418,2.2923638357225773,9.097713382659588,-1.4128407163107704,True,True,False,False,False,True,False,False,False
NFLX,2023-03-24,32.0629997253418,32.8390007019043,30.839550018310547,False,False,False,True,False,True,False,False,1,False,True,,2023-03-23,confirmed,,False,False,False,False,True,False,False,False,False,False,False,False,flat,S,2023-02-22,23,,False,False,False,True,False,confirmed_b,,2023-03-27,2023-04-24,2023-03-27,B,32.755001068115234,0.44878447362943774,6.792851172540426,-3.49565080270523,True,True,False,True,True,True,False,False,False
NFLX,2023-03-30,34.027000427246094,33.84299850463867,31.095149803161622,True,False,False,False,False,False,False,False,2,True,False,,,,,False,False,False,False,False,False,False,False,False,True,False,False,held,,,,NFLX:2023-03-27,False,False,False,False,False,raw_b,suppressed,2023-03-31,2023-04-28,,,34.005001068115234,-2.9760358941631093,2.8672208307480407,-7.043083024659413,True,False,False,False,False,False,True,False,False
NFLX,2023-08-23,41.84000015258789,42.755001068115234,42.45954990386963,True,False,True,False,False,False,False,False,1,False,False,2023-08-23,,,0,False,True,False,False,False,False,False,False,False,True,False,False,flat,S,2023-07-28,19,,False,False,False,False,False,raw_b,accepted,2023-08-24,2023-09-21,,,42.54100036621094,-9.698877354000246,6.591290356019286,-9.870480891631782,True,False,True,False,False,False,True,False,False
NFLX,2023-10-19,40.4739990234375,40.176998138427734,37.3503496170044,True,False,True,False,False,False,False,False,1,False,False,2023-10-19,,,0,True,False,False,False,False,False,False,False,True,False,False,False,flat,S,2023-07-28,59,,False,False,False,False,False,raw_b,accepted,2023-10-20,2023-11-16,,,40.5629997253418,15.117225084444241,15.198582346649658,-2.4677648533429797,True,True,False,False,False,True,False,False,False
